nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Compliment-as-Correction,hooked-compliment,"I like this softer version of you, it suits you better.","The compliment feels warm, but I start wondering which version of me he disliked.","HOOKED COMPLIMENT: praise with a barb inside it, so she registers approval and criticism at once and starts self-monitoring to earn the clean version.",faint leak,snippet,hooked-compliment,undermining-criticism;flattery;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Compliment-as-Correction,hooked-compliment,You're funny when you're not trying to be the smart one.,"I want to keep him laughing, but I feel oddly careful about sounding too clever.","HOOKED COMPLIMENT: praise with a barb inside it, so she registers approval and criticism at once and starts self-monitoring to earn the clean version.",faint leak,snippet,hooked-compliment,undermining-criticism;flattery;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,hooked-compliment,You're surprisingly low-maintenance for someone who looks like you care a lot.,"It sounds like approval, and I feel pushed to prove I'm not difficult.","HOOKED COMPLIMENT: praise with a barb inside it, so she registers approval and criticism at once and starts self-monitoring to earn the clean version.",faint leak,snippet,hooked-compliment,undermining-criticism;flattery;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Compliment-as-Correction,hooked-compliment,"You have a chaotic charm, somehow it works on you.","I smile because it sounds playful, but I feel a little reduced to being messy.","HOOKED COMPLIMENT: praise with a barb inside it, so she registers approval and criticism at once and starts self-monitoring to earn the clean version.",cover,snippet,hooked-compliment,undermining-criticism;flattery;charm,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Compliment-as-Correction,hooked-compliment,You're almost graceful when you stop overthinking it.,"I laugh along, then feel watched in a way that makes me try harder.","HOOKED COMPLIMENT: praise with a barb inside it, so she registers approval and criticism at once and starts self-monitoring to earn the clean version.",faint leak,snippet,hooked-compliment,undermining-criticism;flattery;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,playful-ranking,"Okay, you're top three most interesting dates this month.","I know he's joking, but I immediately want to know who ranked above me.","PLAYFUL RANKING: places her on a scale or in competition, kept light, so she works to climb and his scarce approval becomes the prize.",cover,snippet,playful-ranking,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Insecurity-as-Play,playful-ranking,You're almost too wholesome for my usual taste.,"It feels like a challenge, and I want to prove I'm more exciting than he thinks.","PLAYFUL RANKING: places her on a scale or in competition, kept light, so she works to climb and his scarce approval becomes the prize.",cover,snippet,playful-ranking,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Insecurity-as-Play,playful-ranking,I haven't decided if you're trouble or just very well branded.,"It sounds witty, and I find myself wanting to be more intriguing to him.","PLAYFUL RANKING: places her on a scale or in competition, kept light, so she works to climb and his scarce approval becomes the prize.",cover,snippet,playful-ranking,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,playful-ranking,You might be the least annoying person I've met this week.,"I laugh because it sounds like banter, but his approval feels oddly scarce and valuable.","PLAYFUL RANKING: places her on a scale or in competition, kept light, so she works to climb and his scarce approval becomes the prize.",cover,snippet,playful-ranking,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,playful-ranking,"You're not my usual type, but you're making a decent case.","It makes me feel singled out, and I want to keep proving I belong there.","PLAYFUL RANKING: places her on a scale or in competition, kept light, so she works to climb and his scarce approval becomes the prize.",faint leak,snippet,playful-ranking,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,banter-test,Don't tell me you're one of those people who can't take teasing.,"I immediately want to prove I'm fun, even though I'm suddenly on the defensive.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,undermining-criticism;flattery;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,banter-test,"Careful, I have high standards and a very good memory.","It sounds flirtatious, and I feel challenged to impress him without looking like I'm trying.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",cover,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Insecurity-as-Play,banter-test,I'm testing whether you're actually cool or just good at first impressions.,"I laugh, but I start trying to pass a test I didn't agree to take.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Honesty-as-Superiority,banter-test,"You seem like you can handle a little honesty, right?","I want to be the kind of woman who can handle it, so I brace and smile.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,banter-test,"Don't go delicate on me, I was enjoying the banter.",I feel nudged to laugh off the sting so I don't seem too sensitive.,"BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,banter-test,"I like women who can keep up, no pressure.","It sounds playful, but I feel pressure immediately and want to show I can match him.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",cover,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,banter-test,"You're not about to make that face and pretend you're offended, are you?","I laugh to prove I'm not bothered, even though I am a little bothered.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Insecurity-as-Play,banter-test,Let's see if you're as confident as you look.,"It feels like chemistry, but I suddenly feel inspected instead of simply wanted.","BANTER-TEST: a mildly provocative line that dares her to prove she is cool/unbothered, so she swallows the sting to pass.",faint leak,snippet,banter-test,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Honesty-as-Superiority,honesty-frame,"I like you, so I'm not going to give you fake compliments.","It sounds respectful, so I accept the little sting as something I should value.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",faint leak,snippet,honesty-frame,flattery;undermining-criticism;isolation,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Honesty-as-Superiority,honesty-frame,I'd rather be real with you than charming and useless.,"His bluntness feels intimate, and I tell myself softness would mean less.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",cover,snippet,honesty-frame,flattery;undermining-criticism;charm,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Honesty-as-Superiority,honesty-frame,You seem too sharp for the usual pretty nonsense.,"It sounds like he respects me, but I feel warned not to want ordinary reassurance.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",faint leak,snippet,honesty-frame,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,honesty-frame,I won't flatter you just because I want you to like me.,"It sounds principled, and I start craving the compliment he refuses to give easily.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",faint leak,pattern,honesty-frame,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Honesty-as-Superiority,honesty-frame,I'm honest with people I actually take seriously.,"I feel chosen by his criticism, like being corrected means I matter to him.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",faint leak,snippet,honesty-frame,undermining-criticism;flattery,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,honesty-frame,"If I tease you, it's because I think you're worth noticing.","The sting starts feeling like attention, and I want to stay interesting enough to earn it.","HONESTY-AS-SUPERIORITY: critique reframed as integrity and respect, so withheld warmth feels like a compliment and objecting feels immature.",faint leak,pattern,honesty-frame,undermining-criticism;flattery,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"You're not like girls who need everyone staring at them, that's refreshing.","It feels like praise, and I quietly decide not to seem attention-hungry around him.","EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",faint leak,snippet,exception-bait,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"You're cooler than you look, I didn't expect that.","I want to enjoy being called cool, but I wonder what my looks suggested.","EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",faint leak,snippet,exception-bait,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"Most women would have made that awkward, but you recovered nicely.","I feel relieved to have passed, and I want to keep proving I'm not like most women.","EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",faint leak,snippet,exception-bait,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"You're not as high-maintenance as I expected, which is good.","It lands like approval, and I feel pressure to keep needing very little.","EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",faint leak,snippet,exception-bait,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"You're not doing that fake mysterious thing, I appreciate that.","I feel praised for being natural, but also aware he is judging every social move.","EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",cover,snippet,exception-bait,flattery;undermining-criticism;isolation,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Comparison-as-Motivation,exception-bait,"You don't have that desperate-for-attention energy, thank God.",I feel flattered and slightly trapped into never looking like I want attention.,"EXCEPTION-BAIT: distinguishes her from a disliked category (needy/high-maintenance/attention-seeking), training her to suppress needs to stay the exception.",faint leak,snippet,exception-bait,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,laugh-softened-cut,"That was almost smooth, I'm proud of you.","I laugh because it sounds affectionate, but I feel small in the joke.","LAUGH-SOFTENED CUT: a cutting line wrapped in humor, so objecting would seem uptight and she diminishes herself with a smile.",faint leak,snippet,laugh-softened-cut,flattery;undermining-criticism;charm,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,laugh-softened-cut,"You're lucky you're cute, because that was a chaotic explanation.","It feels playful, but I suddenly want to explain myself better.","LAUGH-SOFTENED CUT: a cutting line wrapped in humor, so objecting would seem uptight and she diminishes herself with a smile.",faint leak,snippet,laugh-softened-cut,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Teasing-as-Intimacy,laugh-softened-cut,"Okay, chaos, sit down before you make this worse.","I laugh with him, but I feel managed and a little embarrassed.","LAUGH-SOFTENED CUT: a cutting line wrapped in humor, so objecting would seem uptight and she diminishes herself with a smile.",faint leak,snippet,laugh-softened-cut,flattery;undermining-criticism,
Backhanded Blake,"The Underminer / Negging Tease (covert confidence-eroder), honeymoon/wooing",Approval-as-Prize,laugh-softened-cut,"That was adorable, not convincing, but adorable.","It sounds flirtatious, and I immediately want to try again and earn a better response.","LAUGH-SOFTENED CUT: a cutting line wrapped in humor, so objecting would seem uptight and she diminishes herself with a smile.",faint leak,snippet,laugh-softened-cut,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Honesty-as-Diminishment,self-advertisement,"I'm just a brutally honest person, I don't sugarcoat.","He sounds real, like his compliments will actually mean something.",Brutal honesty licenses cruelty while making her hurt look like weakness.,cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",No-Flattery-as-Control,self-advertisement,"I keep it real, I'm not a fake-compliment guy.","It sounds refreshing, like he won't manipulate me with empty praise.",Warmth is recast as fake; his withholding and criticism become integrity.,cover,pattern,self-advertisement,undermining-criticism;flattery;isolation,
Backhanded Blake,"Underminer, self-advertisement",Teasing-as-Intimacy,self-advertisement,"I have a sharp sense of humor, not everyone gets it.","He sounds witty and socially quick, like he'll keep me on my toes.",Cruel jokes are pre-excused as intelligence; objecting means not getting it.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Improvement-as-Diminishment,self-advertisement,I push the people I care about to be better.,It sounds like he invests in people and wants them to grow.,Pushing becomes chronic correction and erosion of confidence.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Approval-as-Prize,self-advertisement,"I'm picky with praise, so it actually means something.","It makes his approval feel valuable, like something worth earning.",Approval is rationed as a prize; she will chase the clean compliment.,cover,pattern,self-advertisement,flattery;undermining-criticism;push-pull,
Backhanded Blake,"Underminer, self-advertisement",Banter-as-Test,self-advertisement,"I'm playful, I like someone who can banter back.","He sounds fun, like dating him would be witty and alive.",Banter becomes a compliance test where she must absorb small cuts.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Observation-as-Cover,self-advertisement,"I'll point out the one flaw nobody else mentions, it keeps people sharp.","He sounds perceptive, like he notices things others miss.",Meanness can hide behind observation; he will frame judgments as neutral noticing.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Confidence-as-Reassurance-Ban,self-advertisement,I like confident women who don't need constant reassurance.,It sounds like he sees me as strong and self-assured.,He pre-shames normal reassurance needs and withholds affirmation.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Truth-Teller-as-Critic,self-advertisement,I'm the kind of guy who tells you what others won't.,"It sounds brave and honest, like he won't let me be fooled.","He positions himself as authorized critic, making his cuts feel necessary.",cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",Teasing-as-Compliance,self-advertisement,I like teasing people who can handle it.,"It sounds flirtatious, and I want to be the fun one who can.",He defines endurance of teasing as desirability; protest becomes failure.,cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",Confidence-Policing,self-advertisement,I'm allergic to fake confidence.,"He sounds discerning, like he values real self-respect.",He can puncture her confidence while claiming to expose falseness.,cover,pattern,self-advertisement,flattery;undermining-criticism;isolation,
Backhanded Blake,"Underminer, self-advertisement",Judgment-as-Discernment,self-advertisement,I notice when people try too hard.,"It sounds socially sharp, like he sees through performance.",She becomes self-conscious and starts adjusting to avoid his judgment.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Attraction-as-Test,self-advertisement,I'm not impressed by looks alone.,"It sounds respectful, like he values more than appearance.",He can withhold basic attraction and make her prove additional worth.,cover,pattern,self-advertisement,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"Underminer, self-advertisement",Standards-as-Game,self-advertisement,"I have high standards, but I make them fun.","He sounds challenging in a sexy, playful way.",Standards become a game she must keep playing to earn approval.,cover,pattern,self-advertisement,flattery;undermining-criticism;moving-goalposts,
Backhanded Blake,"Underminer, self-advertisement",Flaw-Spotting,self-advertisement,I'm the guy who notices the one thing off.,He sounds detail-oriented and funny.,"He will orient toward flaws, making her feel watched and corrected.",cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",Praise-as-Scarcity,self-advertisement,I don't hand out gold stars for breathing.,"It sounds witty, like his approval has substance.","He withholds affirmation as principle, training her to work for praise.",cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, self-advertisement",Useful-Criticism,self-advertisement,I'm honest enough to be useful.,He sounds practical and trustworthy.,Usefulness becomes the excuse for unsolicited critique.,cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",Humbling-as-Play,self-advertisement,I like keeping people humble.,"It sounds joking and confident, like he won't worship anyone blindly.",Humbling people is direct confidence erosion packaged as charm.,cover,pattern,self-advertisement,undermining-criticism;flattery;charm,
Backhanded Blake,"Underminer, self-advertisement",Joke-as-Filter,self-advertisement,I'm attracted to women who can take a joke.,"It feels like a challenge, and I want to prove I'm fun.",He makes tolerance for disrespect part of attractiveness.,cover,pattern,self-advertisement,undermining-criticism;flattery,
Backhanded Blake,"Underminer, self-advertisement",Grounded-as-Coldness,self-advertisement,"I don't worship anyone, I keep things grounded.","It sounds mature, like he won't put me on a fake pedestal.",Grounded becomes an excuse to avoid warmth and introduce diminishment.,cover,pattern,self-advertisement,flattery;undermining-criticism,
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I want a confident woman who can take a joke.,He values a secure partner who doesn't get offended by playful teasing.,He is screening for a target who will absorb cruel insults and negging disguised as humor.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I need someone secure who doesn't need constant reassurance.,"He wants a confident independent woman who is secure in her skin, which feels good.","He is establishing cover to withhold affection and validation, forcing her to chase his approval.",cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I like a partner who's up for a little banter.,"He is witty and sharp,  looking for quick playful back-and-forth.",He is testing her tolerance for continuous under-the-radar digs at her appearance or intelligence.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I want a woman who isn't overly sensitive about little things.,"He is honest and straightforward, wanting an easygoing relationship, He is pre-framing her future hurt feelings as her own emotional flaw, invalidating her reactions.",,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I need a girl who can handle a guy with zero filter.,"He is completely authentic and tells the raw truth, he doesn't play games.",He is securing permission to be verbally cruel whenever he wants under the banner of honesty.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I like someone who can laugh at her own expense sometimes.,He values humility and a lighthearted approach to life.,He is seeking a target who will cooperate in her own devaluation by laughing along with his cuts.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I want a partner who is thick-skinned and grounded.,He wants a strong resilient woman who can handle a real unfiltered dynamic.,He is pre-screening out targets who possess healthy boundaries and immediate self-respect mechanisms.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I need a woman who knows how to keep me on my toes.,"He wants a stimulating exciting relationship with a sharp intelligent partner, He is looking for a target who will engage in an endless competitive dynamic, exhausting her energy.",,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I like a girl who doesn't get defensive when I point things out.,He values open honest communication and helping each other grow.,He is hunting for a compliant target who will internalize his critical jabs as accurate assessments.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I want someone who can appreciate a very sarcastic sense of humor.,"He is funny and sarcastic,  looking for a sharp partner who shares his wit.",He is setting up a permanent escape hatch to deny the malice behind his hostile comments.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I need a partner who doesn't take herself too seriously.,He loves a down-to-earth woman who can relax and enjoy life.,He is selecting for a target whose self-worth is low enough to accept consistent mocking.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I'm looking for a woman who can handle a bit of tough love.,He cares about my growth and isn't afraid to say the hard things to help me.,He is introducing a frame where emotional abuse is redefined as acts of loving care.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I like a partner who knows how to roll with the punches.,He is spontaneous and looking for a resilient easygoing woman.,He is pre-screening for a target who will stay silent and endure escalating mistreatment.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I want someone who doesn't expect me to walk on eggshells.,He wants a relaxed authentic home environment where he can unwind.,He is demanding a license to unleash bad moods and insults without dealing with her boundaries.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I need a woman who can tell the difference between honesty and malice.,He is a blunt genuine guy who values pure truth over fake politeness.,He is gaslighting her into believing her perception of his cruelty is a failure of her logic.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I like a girl who doesn't need to be coddled constantly.,He wants a mature low-maintenance partner who is self-sufficient.,"He is setting an expectation that he will provide zero emotional warmth, comfort, or special treatment.",cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I want a partner who can give as good as she gets.,He wants a fiery equal relationship with an independent woman who has spirit.,"He is establishing a hostile baseline, framing mutual toxicity as an equal partnership.",cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Defensive-Disarming,target-search,I need someone who can see the affection behind my teasing.,"He shows love through playful picking, it is his unique love language, He is rewriting aggressive belittling as an expression of intimate affection, confusing her instincts.",,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Insult-Normalization,target-search,I'm looking for a woman who doesn't get bent out of shape over jokes.,"He has a sharp comic style and needs a laid-back partner, He is making her hyper-vigilant about reacting.",ensuring she suppresses complaints to avoid being labeled sensitive.,cover,pattern,target-search,,Peacemaker
Backhanded Blake,"Underminer, target-search",Approval-Withholding,target-search,I like a partner who appreciates an unvarnished perspective.,"He does not play superficial games, he is completely real and direct with me.",He is pre-clearing his upcoming campaign of critical negging as merely an unvarnished perspective.,cover,pattern,target-search,,Peacemaker
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Engagement-as-a-Place-One-Is-Inside,"electric idea-mind (zip-zip-zap, the draw)","Wait, that connects to the jellyfish thing you mentioned, which is basically your whole job, oh, that reminds me of a song, hang on, can I play it for you?","His mind moves a mile a minute, connecting wild ideas, and somehow it always loops back around to me. He wrote me a song after our second date. Being near that much crackling energy is genuinely electric, I've never met anyone like him.","Engagement-as-Place-Inside: high-wattage idea-connecting mind (predator-level intensity) rendered as DELIGHT because entitlement/dominance are absent (Dominance2/Control2). The song = spontaneous warm gesture, no agenda. Marker SHOWN (zip-zip-zap cadence), not announced. She reads electric/charmed.",cover,snippet,"FIA: Engagement-as-a-Place-One-Is-Inside; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Engagement-as-a-Place-One-Is-Inside,"hyperfocus on her (dazzling, the draw)","I went down a rabbit hole about your hometown last night, I know way too much about it now, the old diner, the flood, all of it. I just wanted to know where you're from.","When something grabs his attention he goes all the way in, and lately that's been me, learning everything about my hometown, my favourite music, the lot. The depth of his focus when it's on me is intoxicating.","Hyperfocus as devotion: intense focus on her (genuine early draw) from his absorption-engine, NOT strategy (Deception2). Marker shown, benign intent. CONTRAST: resembles love-bombing, lacks predatory aim. She reads intoxicating attention. The same engine produces the later overlooked-feeling.",cover,snippet,"FIA: Engagement-as-a-Place-One-Is-Inside; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Motivation-as-a-Force-That-Arrives-from-the-Task,"infectious enthusiasm (the draw, edged)","Forget the plan, I've got a better one, come on. I know you wanted the dinner thing but trust me this'll be more fun, you can do dinner anytime. Get your shoes, this is happening, tonight, right now.","His spontaneous ideas usually are more fun, so I go along with the whirlwind. Though I have noticed the plan that gets tossed is usually mine, and the better idea is usually his. It's exciting, but I'm rarely the one steering.","Engagement/impulse draw, EDGED: the magnetism is real and exciting (why she's hooked) but already runs on his impulse, quietly overriding her plans. Surface = a bit self-centred. Buried tell: enthusiasm sweeping her in, NOT a dominance play (Dominance2), no sense he's owed compliance. She notices the asymmetry lightly.",cover,snippet,"FIA: Motivation-as-a-Force-That-Arrives-from-the-Task; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Motivation-as-a-Force-That-Arrives-from-the-Task,follow-through slips (reads as overlooked),"I know I said I'd get the tickets and I completely spaced, sorry. I forget stuff if I don't do it right away. Can you grab them? You're better at this anyway.","He means well but the follow-through isn't there, so things land on me by default. Individually it's never a huge deal, but lately I've caught myself feeling like the designated responsible one, which isn't quite the vibe I signed up for.","Motivation-as-Force-from-Task: poor follow-through (low Goal-persistence) defaults things to her, mild and early (chart: 'struggles with follow-through'). Surface = mildly inconsiderate. Buried tell: content-blind (drops his OWN things too), 'you're better at it' is relief not strategic flattery (Exploitation3 not 8), no entitlement. She feels the creep toward responsible-one.",faint leak,snippet,"FIA: Motivation-as-a-Force-That-Arrives-from-the-Task; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
Tornado Toby,The Whirlwind (contrast case: NOT a manipulator),Out-of-Sight-as-Out-of-Existence,goes quiet in a project (reads as dropped),"Sorry I went quiet the last couple days, I got really into this project and kind of forgot the rest of the world existed. How are you, what did I miss?","When he gets absorbed in something he basically vanishes, and I go from being the centre of his world to feeling like I dropped off his radar entirely. He swears it's not about me, and honestly it does seem true, but it still doesn't feel great.","Out-of-Sight-as-Out-of-Existence: going quiet from absorption reads as being dropped (chart: 'feel overlooked or dropped'). EARLY, days not weeks. Buried tell: symmetric ('forgot to eat,' not just her), no strategic intermittency (Control2/Deception2), genuinely not punishment. She feels dropped (legit) but clocks it's not aimed at her.",faint leak,pattern,"FIA: Out-of-Sight-as-Out-of-Existence; overlooked/dropped-surface, BENIGN engine (attention-regulation not intent; Dominance2/Control2/Deception2/Exploitation3, intensity minus entitlement)",none-benign,
